"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.492123581E2,1.931162361E1,-9.918620722E1,2.318909873E3,2.311014404E3,6.750000000E0,2.538999939E2,7.567186507E-1,4.056558132E0,4.446276188E0,1.600000000E1
1.502123581E2,1.931161860E1,-9.918626740E1,2.318815765E3,2.310920166E3,6.719999790E0,2.682999878E2,7.630537857E-1,4.214677811E0,4.604876995E0,1.400000000E1
1.512123581E2,1.931161865E1,-9.918632777E1,2.318825406E3,2.310929688E3,6.260000229E0,2.756000061E2,7.697649993E-1,4.015923977E0,4.373815536E0,1.700000000E1
1.522123581E2,1.931162813E1,-9.918639093E1,2.318986154E3,2.311090332E3,6.469999790E0,2.830000000E2,7.764651807E-1,3.974375010E0,4.386291027E0,1.500000000E1
1.532123581E2,1.931164629E1,-9.918645181E1,2.318831205E3,2.310935303E3,6.250000000E0,2.887000122E2,7.832438976E-1,4.059366226E0,4.460068226E0,1.500000000E1
1.542123581E2,1.931166871E1,-9.918651188E1,2.319418675E3,2.311522705E3,6.349999905E0,2.937000122E2,7.891840154E-1,4.168196201E0,4.506837845E0,1.300000000E1
1.552123581E2,1.931169010E1,-9.918656375E1,2.319768339E3,2.311872314E3,6.380000114E0,2.957000122E2,7.957569195E-1,4.006618023E0,4.222778797E0,1.700000000E1
1.562123581E2,1.931171425E1,-9.918662092E1,2.319520351E3,2.311624268E3,5.750000000E0,2.977999878E2,8.021923852E-1,3.984112978E0,4.233629704E0,1.600000000E1
1.572123581E2,1.931173871E1,-9.918667650E1,2.320064595E3,2.312168457E3,5.559999943E0,2.963999939E2,8.077254328E-1,3.790092468E0,3.992276192E0,1.400000000E1
1.582123581E2,1.931176387E1,-9.918672199E1,2.320472343E3,2.312576172E3,5.260000229E0,2.957000122E2,8.132908286E-1,3.813054085E0,4.098503113E0,1.800000000E1
1.592123581E2,1.931178896E1,-9.918676788E1,2.320992641E3,2.313096436E3,5.039999962E0,2.961000061E2,8.178351890E-1,3.790092468E0,3.692695379E0,1.500000000E1
1.602123581E2,1.931180535E1,-9.918680755E1,2.321435554E3,2.313539307E3,4.659999847E0,2.987000122E2,8.226885469E-1,3.790092468E0,3.531163931E0,1.500000000E1
1.612123581E2,1.931183023E1,-9.918684555E1,2.321938991E3,2.314042725E3,4.670000076E0,3.077999878E2,8.270634507E-1,3.790092468E0,3.289911509E0,1.300000000E1
1.622123581E2,1.931185555E1,-9.918687746E1,2.322441926E3,2.314545654E3,4.650000095E0,3.157000122E2,8.322813901E-1,3.790092468E0,3.146154165E0,1.900000000E1
1.632123581E2,1.931189469E1,-9.918690489E1,2.321769529E3,2.313873291E3,5.119999886E0,3.282000122E2,8.369207498E-1,3.790092468E0,3.120315552E0,1.700000000E1
1.642123581E2,1.931192903E1,-9.918693000E1,2.321795136E3,2.313898926E3,5.159999847E0,3.262000122E2,8.429318250E-1,3.790092468E0,2.865831852E0,1.400000000E1
1.652123581E2,1.931198183E1,-9.918694229E1,2.321364132E3,2.313468018E3,5.889999866E0,3.413999939E2,8.488701825E-1,3.790092468E0,2.635188103E0,2.000000000E1
1.662123581E2,1.931203422E1,-9.918695327E1,2.321276389E3,2.313380371E3,5.909999847E0,3.537999878E2,8.548944251E-1,3.790092468E0,3.217010975E0,1.800000000E1
1.672123581E2,1.931208736E1,-9.918696445E1,2.322261886E3,2.314365967E3,6.250000000E0,3.528999939E2,8.611512167E-1,3.790092468E0,3.661466360E0,1.700000000E1
1.682123581E2,1.931214350E1,-9.918696848E1,2.322738818E3,2.314843018E3,6.539999962E0,3.560000000E2,8.669145637E-1,3.790092468E0,3.713226080E0,1.800000000E1
1.692123581E2,1.931219530E1,-9.918696658E1,2.321583912E3,2.313688232E3,6.690000057E0,3.552000122E2,8.736708673E-1,3.877090454E0,4.028090000E0,2.000000000E1
1.702123581E2,1.931225606E1,-9.918696693E1,2.321450962E3,2.313555420E3,6.800000191E0,3.558999939E2,8.799037295E-1,4.078833103E0,4.341350079E0,1.700000000E1
1.712123581E2,1.931231184E1,-9.918697279E1,2.320722332E3,2.312826904E3,6.590000153E0,3.557999878E2,8.856941466E-1,4.212699890E0,4.638327599E0,1.800000000E1
1.722123581E2,1.931236384E1,-9.918697574E1,2.320647025E3,2.312751709E3,5.760000229E0,3.560000000E2,8.908802618E-1,4.349304199E0,4.896827698E0,1.600000000E1
1.732123581E2,1.931241037E1,-9.918697913E1,2.321723098E3,2.313827881E3,4.400000095E0,3.473999939E2,8.953422109E-1,4.337943554E0,4.931574345E0,1.600000000E1
1.742123581E2,1.931245003E1,-9.918698560E1,2.321416869E3,2.313521729E3,4.349999905E0,3.467000122E2,8.990152229E-1,4.083047390E0,4.583869457E0,1.400000000E1
1.752123581E2,1.931248015E1,-9.918699997E1,2.321242024E3,2.313346924E3,3.470000029E0,3.380000000E2,9.029256056E-1,3.907679558E0,4.328662395E0,1.600000000E1
1.762123581E2,1.931251210E1,-9.918701554E1,2.320216104E3,2.312321045E3,3.119999886E0,3.356000061E2,9.055001956E-1,4.035020351E0,4.604932308E0,1.500000000E1
1.772123581E2,1.931253240E1,-9.918702734E1,2.319998308E3,2.312103271E3,2.539999962E0,3.381000061E2,9.083214812E-1,4.095871925E0,4.745432377E0,1.700000000E1
1.782123581E2,1.931255586E1,-9.918703758E1,2.319720443E3,2.311825439E3,2.750000000E0,3.377000122E2,9.105809785E-1,5.315085411E0,5.141054630E0,1.700000000E1
1.792123581E2,1.931257061E1,-9.918705239E1,2.319955791E3,2.312060791E3,2.190000057E0,3.303999939E2,9.111991950E-1,5.788936138E0,5.419012070E0,1.600000000E1
1.802123581E2,1.931256675E1,-9.918705663E1,2.320486814E3,2.312591797E3,3.700000048E-1,3.375000000E2,9.127640228E-1,5.185600281E0,5.183979034E0,1.500000000E1
1.812123581E2,1.931258073E1,-9.918705834E1,2.320663787E3,2.312768799E3,9.399999976E-1,3.376000061E2,9.134710458E-1,5.006939888E0,5.178368568E0,1.400000000E1
1.822123581E2,1.931258523E1,-9.918705358E1,2.320445750E3,2.312550781E3,8.500000238E-1,3.377999878E2,9.135183218E-1,4.816893101E0,5.070263863E0,1.600000000E1
1.832123581E2,1.931258481E1,-9.918705365E1,2.320008495E3,2.312113525E3,3.499999940E-1,3.378999939E2,9.139825385E-1,4.627447128E0,4.894186974E0,1.700000000E1
1.842123581E2,1.931258895E1,-9.918705422E1,2.319530948E3,2.311635986E3,3.400000036E-1,3.380000000E2,9.149765840E-1,4.370445728E0,4.360338688E0,1.300000000E1
1.852123581E2,1.931259742E1,-9.918705119E1,2.318823648E3,2.310928711E3,7.400000095E-1,3.366000061E2,9.160782922E-1,4.074088097E0,4.030478954E0,1.500000000E1
1.862123581E2,1.931260545E1,-9.918705734E1,2.317972812E3,2.310077881E3,2.259999990E0,3.306000061E2,9.179010338E-1,4.111056805E0,4.149941921E0,1.600000000E1
1.872123581E2,1.931261986E1,-9.918706562E1,2.317841204E3,2.309946289E3,1.879999995E0,3.312000122E2,9.230959454E-1,4.285635471E0,4.282014370E0,1.600000000E1
1.882123581E2,1.931266497E1,-9.918707850E1,2.318213441E3,2.310318604E3,4.190000057E0,3.418999939E2,9.321110577E-1,4.334689617E0,4.558337688E0,1.700000000E1
1.892123581E2,1.931274388E1,-9.918709822E1,2.317133468E3,2.309238770E3,9.020000458E0,3.502999878E2,9.388810780E-1,4.384552956E0,4.752678394E0,1.300000000E1
1.902123581E2,1.931280349E1,-9.918711135E1,2.317125790E3,2.309231201E3,7.219999790E0,3.487000122E2,9.477333968E-1,5.449140072E0,4.999385834E0,1.300000000E1
1.912123581E2,1.931288109E1,-9.918713019E1,2.317636638E3,2.309742188E3,8.529999733E0,3.517000122E2,9.614456703E-1,5.253857136E0,5.349810123E0,1.500000000E1
1.922123581E2,1.931300322E1,-9.918714828E1,2.317796066E3,2.309901855E3,1.317000008E1,3.491000061E2,9.735263485E-1,5.495547771E0,5.726094723E0,1.400000000E1
1.932123581E2,1.931310610E1,-9.918718528E1,2.317359627E3,2.309465576E3,1.248999977E1,3.500000000E2,9.864407042E-1,5.334152699E0,5.668287277E0,1.500000000E1
1.942123581E2,1.931321842E1,-9.918721659E1,2.317217589E3,2.309323730E3,1.239000034E1,3.522000122E2,9.982425068E-1,5.292657375E0,5.925525665E0,1.800000000E1
1.952123581E2,1.931332192E1,-9.918724150E1,2.318540646E3,2.310646973E3,1.181999969E1,3.522000122E2,1.010269424E0,4.947061539E0,5.717339993E0,1.400000000E1
1.962123581E2,1.931342950E1,-9.918725336E1,2.319724264E3,2.311830811E3,1.123999977E1,3.543999939E2,1.023428231E0,4.845607758E0,5.740110874E0,1.700000000E1
1.972123581E2,1.931354741E1,-9.918726404E1,2.321303852E3,2.313410645E3,1.109000015E1,3.542000122E2,1.036088321E0,4.713497162E0,5.685318470E0,1.500000000E1
1.982123581E2,1.931366051E1,-9.918727791E1,2.321401524E3,2.313508545E3,1.126000023E1,3.527999878E2,1.047598066E0,4.435460567E0,5.386152267E0,1.700000000E1
1.992123581E2,1.931376289E1,-9.918729407E1,2.320269732E3,2.312376953E3,1.122999954E1,3.516000061E2,1.059135716E0,4.295977116E0,5.187232971E0,1.700000000E1
2.002123581E2,1.931386559E1,-9.918730975E1,2.320166015E3,2.312273438E3,1.143000031E1,3.525000000E2,1.070554811E0,4.257812023E0,5.159159660E0,1.600000000E1
2.012123581E2,1.931396738E1,-9.918732416E1,2.320198040E3,2.312305664E3,1.138000011E1,3.523999939E2,1.082150635E0,5.586584568E0,5.599706650E0,1.600000000E1
2.022123581E2,1.931407152E1,-9.918732996E1,2.320968323E3,2.313076172E3,1.138000011E1,3.537999878E2,1.094830399E0,6.623980045E0,5.722944736E0,1.500000000E1
2.032123581E2,1.931418555E1,-9.918733065E1,2.321079639E3,2.313187744E3,1.193999958E1,3.548999939E2,1.106583181E0,5.271994114E0,5.274925709E0,1.500000000E1
2.042123581E2,1.931429075E1,-9.918734148E1,2.321112381E3,2.313220703E3,1.175000000E1,3.545000000E2,1.119927894E0,6.408623695E0,5.569257259E0,1.500000000E1
2.052123581E2,1.931441065E1,-9.918734697E1,2.321764464E3,2.313873047E3,1.211999989E1,3.546000061E2,1.132454624E0,5.947806358E0,5.281046867E0,1.900000000E1
2.062123581E2,1.931452224E1,-9.918736335E1,2.321896080E3,2.314004883E3,1.281999969E1,3.531000061E2,1.145184486E0,4.950636387E0,4.932106972E0,1.400000000E1
2.072123581E2,1.931463667E1,-9.918736702E1,2.322020584E3,2.314129639E3,1.272999954E1,3.538999939E2,1.157931009E0,4.744564533E0,4.839935303E0,1.600000000E1
2.082123581E2,1.931475066E1,-9.918737986E1,2.322059170E3,2.314168457E3,1.268999958E1,3.538999939E2,1.171574189E0,5.763160706E0,5.215298176E0,1.600000000E1
2.092123581E2,1.931487311E1,-9.918738809E1,2.322161448E3,2.314270996E3,1.298999977E1,3.536000061E2,1.184142424E0,5.634275913E0,5.276602745E0,1.300000000E1
2.102123581E2,1.931498189E1,-9.918742062E1,2.323592907E3,2.315702637E3,1.243999958E1,3.531000061E2,1.196943802E0,4.904279709E0,5.273157597E0,1.200000000E1
2.112123581E2,1.931509639E1,-9.918743332E1,2.323366354E3,2.315476318E3,1.276000023E1,3.531000061E2,1.209717017E0,4.368212223E0,4.772531986E0,1.400000000E1
2.122123581E2,1.931521045E1,-9.918744777E1,2.323418615E3,2.315528809E3,1.272000027E1,3.531000061E2,1.223936963E0,5.040904045E0,5.022579670E0,1.400000000E1
2.132123581E2,1.931533762E1,-9.918746206E1,2.324074117E3,2.316184570E3,1.336999989E1,3.533999939E2,1.238585725E0,5.265685081E0,5.225906849E0,1.700000000E1
2.142123581E2,1.931546746E1,-9.918748568E1,2.323736467E3,2.315847168E3,1.435000038E1,3.532999878E2,1.254092520E0,4.450398445E0,4.773293495E0,1.300000000E1
2.152123581E2,1.931560582E1,-9.918750417E1,2.323721542E3,2.315832520E3,1.464999962E1,3.532999878E2,1.268628827E0,4.344643116E0,4.553060055E0,1.500000000E1
2.162123581E2,1.931573566E1,-9.918752029E1,2.323723966E3,2.315835205E3,1.450000000E1,3.532999878E2,1.284012951E0,5.067829609E0,4.768260956E0,1.500000000E1
2.172123581E2,1.931587334E1,-9.918753473E1,2.323252491E3,2.315364014E3,1.497999954E1,3.537999878E2,1.299038330E0,5.978970051E0,5.285604954E0,1.400000000E1
2.182123581E2,1.931600771E1,-9.918754986E1,2.323268574E3,2.315380371E3,1.509000015E1,3.537999878E2,1.315486610E0,7.951151371E0,5.569243431E0,1.400000000E1
2.192123581E2,1.931615561E1,-9.918754710E1,2.324365402E3,2.316477539E3,1.568000031E1,3.552000122E2,1.335624275E0,9.023971558E0,6.389042377E0,1.400000000E1
2.202123581E2,1.931633339E1,-9.918758369E1,2.324910970E3,2.317023438E3,1.707999992E1,3.536000061E2,1.353256708E0,5.931572437E0,5.497109890E0,1.200000000E1
2.212123581E2,1.931648916E1,-9.918761514E1,2.324206823E3,2.316319580E3,1.656999969E1,3.537000122E2,1.369803332E0,4.898530006E0,4.797142506E0,1.100000000E1
2.222123581E2,1.931663746E1,-9.918762815E1,2.324205536E3,2.316318604E3,1.653000069E1,3.535000000E2,1.386422756E0,4.380426884E0,4.375007629E0,1.200000000E1
2.232123581E2,1.931678599E1,-9.918764581E1,2.324294590E3,2.316407959E3,1.654000092E1,3.535000000E2,1.401980526E0,4.872149944E0,4.501632214E0,1.200000000E1
2.242123581E2,1.931692558E1,-9.918765590E1,2.324202986E3,2.316316650E3,1.625000000E1,3.538999939E2,1.417367342E0,4.285923481E0,3.785313129E0,1.300000000E1
2.252123581E2,1.931706339E1,-9.918766916E1,2.323854799E3,2.315968750E3,1.557999992E1,3.551000061E2,1.433396178E0,4.014924049E0,3.774649143E0,1.400000000E1
2.262123581E2,1.931720493E1,-9.918769810E1,2.322585005E3,2.314699219E3,1.642000008E1,3.522999878E2,1.450899697E0,4.523867130E0,4.581682682E0,1.300000000E1
2.272123581E2,1.931736123E1,-9.918771790E1,2.321010227E3,2.313124756E3,1.637000084E1,3.531000061E2,1.466783673E0,5.171432495E0,5.145313740E0,1.500000000E1
2.282123581E2,1.931750386E1,-9.918772626E1,2.321152743E3,2.313267578E3,1.585000038E1,3.545000000E2,1.483483006E0,4.491476536E0,4.537211418E0,1.000000000E1
2.292123581E2,1.931765359E1,-9.918773858E1,2.321386560E3,2.313501709E3,1.597999954E1,3.535000000E2,1.498973325E0,4.547868252E0,4.696948051E0,1.200000000E1
2.302123581E2,1.931778925E1,-9.918777214E1,2.322091153E3,2.314206543E3,1.518999958E1,3.535000000E2,1.510760744E0,4.625644207E0,4.928835392E0,1.300000000E1
2.312123581E2,1.931789524E1,-9.918777414E1,2.320602636E3,2.312718262E3,1.325000000E1,3.542999878E2,1.521144182E0,4.882615566E0,5.242296219E0,1.100000000E1
2.322123581E2,1.931798818E1,-9.918778374E1,2.321524563E3,2.313640381E3,1.123999977E1,3.533999939E2,1.533849941E0,5.700017929E0,6.285030365E0,1.700000000E1
2.332123581E2,1.931810198E1,-9.918779466E1,2.322459386E3,2.314575439E3,1.173999977E1,3.537000122E2,1.546170659E0,4.942500591E0,5.526468277E0,1.700000000E1
2.342123581E2,1.931821219E1,-9.918780679E1,2.322838799E3,2.314955078E3,1.189000034E1,3.533999939E2,1.558955874E0,4.995775223E0,5.597504616E0,1.600000000E1
2.352123581E2,1.931832712E1,-9.918781039E1,2.322462325E3,2.314578857E3,1.259000015E1,3.546000061E2,1.571777671E0,4.517714977E0,5.198524952E0,1.600000000E1
2.362123581E2,1.931844220E1,-9.918781809E1,2.322511396E3,2.314628174E3,1.357999992E1,3.535000000E2,1.586354964E0,4.009524345E0,4.352190495E0,1.400000000E1
2.372123581E2,1.931857304E1,-9.918782678E1,2.323272104E3,2.315389160E3,1.409000015E1,3.536000061E2,1.601904401E0,3.945139170E0,4.193479061E0,1.600000000E1
2.382123581E2,1.931871143E1,-9.918784806E1,2.320942975E3,2.313060303E3,1.465999985E1,3.535000000E2,1.616388893E0,3.790092468E0,3.875749350E0,1.600000000E1
2.392123581E2,1.931884088E1,-9.918786345E1,2.320900964E3,2.313018555E3,1.446000004E1,3.536000061E2,1.630010121E0,3.981029510E0,4.012681961E0,1.600000000E1
2.402123581E2,1.931896105E1,-9.918788864E1,2.321603623E3,2.313721436E3,1.465999985E1,3.527000122E2,1.646056479E0,4.043684959E0,3.883135796E0,1.500000000E1
2.412123581E2,1.931910409E1,-9.918790887E1,2.321693183E3,2.313811279E3,1.581999969E1,3.527999878E2,1.661416571E0,3.997523308E0,4.098770142E0,1.200000000E1
2.422123581E2,1.931924115E1,-9.918792711E1,2.321700965E3,2.313819336E3,1.540999985E1,3.527999878E2,1.676584386E0,4.711406708E0,4.379783630E0,1.200000000E1
2.432123581E2,1.931937618E1,-9.918794760E1,2.322017595E3,2.314136230E3,1.553999996E1,3.530000000E2,1.693953465E0,4.630982399E0,3.963241816E0,1.300000000E1
2.442123581E2,1.931952962E1,-9.918797860E1,2.320485570E3,2.312604492E3,1.648999977E1,3.527999878E2,1.710103662E0,4.055163860E0,3.730186701E0,1.300000000E1
2.452123581E2,1.931967373E1,-9.918799778E1,2.320461112E3,2.312580322E3,1.615999985E1,3.527999878E2,1.726446055E0,4.818560123E0,3.965665102E0,1.300000000E1
2.462123581E2,1.931981984E1,-9.918801461E1,2.320591918E3,2.312711426E3,1.646999931E1,3.530000000E2,1.745300445E0,4.384071350E0,3.756073952E0,1.400000000E1
2.472123581E2,1.931998837E1,-9.918803440E1,2.319781273E3,2.311901123E3,1.729000092E1,3.531000061E2,1.759391299E0,3.998573065E0,3.851674080E0,1.100000000E1
2.482123581E2,1.932011504E1,-9.918803055E1,2.318311008E3,2.310431152E3,1.684000015E1,3.526000061E2,1.776155548E0,4.028427601E0,3.942231655E0,1.200000000E1
2.492123581E2,1.932026148E1,-9.918806854E1,2.318544394E3,2.310664795E3,1.676000023E1,3.532000122E2,1.793011019E0,3.954476833E0,3.911278248E0,1.400000000E1
2.502123581E2,1.932041147E1,-9.918809178E1,2.317847567E3,2.309968262E3,1.715999985E1,3.541000061E2,1.810182379E0,4.028846741E0,4.133343697E0,1.500000000E1
2.512123581E2,1.932056500E1,-9.918810938E1,2.315899989E3,2.308020996E3,1.662999916E1,3.535000000E2,1.827009905E0,4.602113724E0,4.890949726E0,1.400000000E1
2.522123581E2,1.932071539E1,-9.918812726E1,2.315459986E3,2.307581299E3,1.672999954E1,3.536000061E2,1.844163636E0,5.246565342E0,5.050946712E0,1.400000000E1
2.532123581E2,1.932086905E1,-9.918814175E1,2.315190624E3,2.307312256E3,1.694000053E1,3.536000061E2,1.860953528E0,6.469885349E0,5.690826893E0,1.300000000E1
2.542123581E2,1.932101752E1,-9.918817089E1,2.314695717E3,2.306817627E3,1.726000023E1,3.530000000E2,1.878571730E0,5.187764645E0,5.226730347E0,1.300000000E1
2.552123581E2,1.932117572E1,-9.918818021E1,2.314716861E3,2.306839111E3,1.678000069E1,3.535000000E2,1.897171127E0,5.867447853E0,5.789918900E0,1.300000000E1
2.562123581E2,1.932134254E1,-9.918819318E1,2.314276324E3,2.306398926E3,1.711000061E1,3.535000000E2,1.912957205E0,5.159856319E0,5.415134430E0,1.500000000E1
2.572123581E2,1.932148397E1,-9.918820626E1,2.312603910E3,2.304726807E3,1.685000038E1,3.535000000E2,1.930080031E0,4.899140358E0,5.323646545E0,9.000000000E0
2.582123581E2,1.932163699E1,-9.918822454E1,2.311763756E3,2.303886963E3,1.655999947E1,3.537999878E2,1.946821858E0,4.559973717E0,5.058987617E0,1.300000000E1
2.592123581E2,1.932178666E1,-9.918824189E1,2.311486596E3,2.303610107E3,1.664999962E1,3.537000122E2,1.962952609E0,5.321442604E0,5.266226768E0,1.300000000E1
2.602123581E2,1.932193006E1,-9.918826513E1,2.313322011E3,2.305445801E3,1.654999924E1,3.532999878E2,1.976884337E0,5.161334991E0,5.257427692E0,1.500000000E1
2.612123581E2,1.932205535E1,-9.918826459E1,2.311847361E3,2.303971436E3,1.593000031E1,3.538999939E2,1.992679143E0,4.934914589E0,5.396772861E0,1.300000000E1
2.622123581E2,1.932219669E1,-9.918827958E1,2.312500147E3,2.304624512E3,1.553999996E1,3.533999939E2,2.008240967E0,5.354038715E0,5.855826855E0,1.300000000E1
2.632123581E2,1.932233498E1,-9.918830236E1,2.311817506E3,2.303942139E3,1.538000011E1,3.536000061E2,2.022513998E0,5.784050465E0,6.172281265E0,1.100000000E1
2.642123581E2,1.932246133E1,-9.918832634E1,2.311844367E3,2.303969238E3,1.506999969E1,3.545000000E2,2.038416836E0,5.705668449E0,6.176226139E0,1.400000000E1
2.652123581E2,1.932260373E1,-9.918834041E1,2.311416093E3,2.303541260E3,1.522000027E1,3.526000061E2,2.053100162E0,5.756211758E0,6.154255390E0,1.000000000E1
2.662123581E2,1.932273570E1,-9.918834529E1,2.309837435E3,2.301962891E3,1.413000011E1,3.583999939E2,2.067398164E0,5.658406734E0,6.103033066E0,1.300000000E1
2.672123581E2,1.932286425E1,-9.918834847E1,2.307776359E3,2.299902100E3,1.323999977E1,3.582000122E2,2.080448670E0,5.194346428E0,5.496665955E0,1.400000000E1
2.682123581E2,1.932298161E1,-9.918834973E1,2.307056858E3,2.299182861E3,1.268000031E1,3.580000000E2,2.092313524E0,4.904204369E0,5.194276333E0,1.600000000E1
2.692123581E2,1.932308826E1,-9.918835330E1,2.307268782E3,2.299395020E3,1.138000011E1,3.583999939E2,2.103732259E0,5.387600899E0,5.646155357E0,1.400000000E1
2.702123581E2,1.932319092E1,-9.918835598E1,2.306893310E3,2.299019775E3,1.065999985E1,3.580000000E2,2.114420727E0,5.323440552E0,5.408117771E0,1.700000000E1
2.712123581E2,1.932328678E1,-9.918834844E1,2.304452649E3,2.296579346E3,8.470000267E0,8.999999762E-1,2.123387230E0,4.893158913E0,5.090820789E0,1.400000000E1
2.722123581E2,1.932336722E1,-9.918834246E1,2.304160218E3,2.296287109E3,7.829999924E0,8.399999619E0,2.129746320E0,4.720766544E0,5.015061378E0,1.700000000E1
2.732123581E2,1.932342278E1,-9.918832810E1,2.303418853E3,2.295545898E3,7.110000134E0,2.610000038E1,2.136501270E0,4.301249504E0,4.773508072E0,1.800000000E1
2.742123581E2,1.932347893E1,-9.918830353E1,2.301834693E3,2.293961914E3,6.130000114E0,3.500000000E1,2.142604443E0,4.458047867E0,4.874261856E0,1.400000000E1
2.752123581E2,1.932351453E1,-9.918825926E1,2.298974905E3,2.291102295E3,5.730000019E0,4.820000076E1,2.148602335E0,4.316668510E0,4.844576359E0,1.700000000E1
2.762123581E2,1.932355120E1,-9.918821734E1,2.298919564E3,2.291047119E3,6.019999981E0,5.279999924E1,2.152376140E0,4.271580696E0,4.630863190E0,1.400000000E1
2.772123581E2,1.932355568E1,-9.918818169E1,2.297229053E3,2.289356689E3,4.449999809E0,7.009999847E1,2.158465642E0,4.489066124E0,4.864047050E0,1.500000000E1
2.782123581E2,1.932357442E1,-9.918812716E1,2.298019430E3,2.290147217E3,5.139999866E0,7.419999695E1,2.163476627E0,4.271695614E0,4.681968689E0,1.400000000E1
2.792123581E2,1.932358874E1,-9.918808188E1,2.298006613E3,2.290134521E3,5.030000210E0,7.200000000E1,2.167208820E0,5.207028866E0,4.914310455E0,1.400000000E1
2.802123581E2,1.932359200E1,-9.918804648E1,2.298063908E3,2.290191895E3,4.090000153E0,8.930000305E1,2.172351986E0,5.054420471E0,5.036048412E0,1.700000000E1
2.812123581E2,1.932357420E1,-9.918800124E1,2.297328263E3,2.289456299E3,4.550000191E0,1.191999969E2,2.175365025E0,4.602939129E0,4.834407330E0,1.300000000E1
2.822123581E2,1.932356309E1,-9.918797505E1,2.297580190E3,2.289708252E3,2.759999990E0,1.214000015E2,2.178836001E0,4.662139893E0,5.053297997E0,1.700000000E1
2.832123581E2,1.932354515E1,-9.918794798E1,2.296927345E3,2.289055420E3,3.250000000E0,1.199000015E2,2.183150313E0,5.113340855E0,5.520349979E0,1.500000000E1
2.842123581E2,1.932351646E1,-9.918792030E1,2.296672716E3,2.288800781E3,3.920000076E0,1.368000031E2,2.188918844E0,5.167364120E0,5.565557480E0,1.500000000E1
2.852123581E2,1.932347765E1,-9.918788382E1,2.298066287E3,2.290194336E3,4.920000076E0,1.480000000E2,2.193012620E0,4.732500076E0,5.403152943E0,1.400000000E1
2.862123581E2,1.932344249E1,-9.918787225E1,2.297561705E3,2.289689697E3,5.309999943E0,1.570000000E2,2.200771725E0,4.864622116E0,5.608421803E0,1.400000000E1
2.872123581E2,1.932338620E1,-9.918782855E1,2.297688455E3,2.289816406E3,7.300000191E0,1.528999939E2,2.207412925E0,4.477602959E0,5.355320930E0,1.500000000E1
2.882123581E2,1.932333282E1,-9.918780016E1,2.297627484E3,2.289755371E3,6.719999790E0,1.531999969E2,2.214165329E0,5.388566971E0,5.646965027E0,1.500000000E1
2.892123581E2,1.932328234E1,-9.918776439E1,2.296170740E3,2.288298584E3,6.869999886E0,1.448000031E2,2.222684402E0,5.043730736E0,5.498000622E0,1.600000000E1
2.902123581E2,1.932321643E1,-9.918772300E1,2.296635651E3,2.288763428E3,8.850000381E0,1.456000061E2,2.231658578E0,5.099870682E0,5.561837673E0,1.300000000E1
2.912123581E2,1.932315530E1,-9.918766716E1,2.301017271E3,2.293145020E3,9.539999962E0,1.440000000E2,2.241734314E0,5.004752159E0,5.844875336E0,1.300000000E1
2.922123581E2,1.932308672E1,-9.918760440E1,2.299502165E3,2.291629883E3,9.159999847E0,1.385000000E2,2.248691630E0,4.897284031E0,5.766154766E0,1.600000000E1
2.932123581E2,1.932304069E1,-9.918755949E1,2.298255355E3,2.290383057E3,9.069999695E0,1.391999969E2,2.257645282E0,4.381087303E0,5.289790154E0,1.300000000E1
2.942123581E2,1.932297671E1,-9.918750768E1,2.299332789E3,2.291460449E3,8.310000420E0,1.378999939E2,2.267691968E0,4.316554070E0,5.358942509E0,1.700000000E1
2.952123581E2,1.932290561E1,-9.918744860E1,2.298920236E3,2.291047852E3,8.260000229E0,1.393000031E2,2.276438136E0,4.278713226E0,5.296172619E0,1.700000000E1
2.962123581E2,1.932284464E1,-9.918739594E1,2.298258160E3,2.290385742E3,8.520000458E0,1.385000000E2,2.285748301E0,4.457046509E0,5.598755836E0,1.500000000E1
2.972123581E2,1.932278203E1,-9.918733703E1,2.299016974E3,2.291144531E3,8.779999733E0,1.365000000E2,2.294777461E0,4.633038044E0,5.809691429E0,1.500000000E1
2.982123581E2,1.932271955E1,-9.918728207E1,2.299087075E3,2.291214600E3,8.210000038E0,1.383999939E2,2.302935652E0,4.747211933E0,5.880014896E0,1.500000000E1
2.992123581E2,1.932267167E1,-9.918722316E1,2.299441803E3,2.291569336E3,8.229999542E0,1.328999939E2,2.310829958E0,4.442315578E0,5.495055199E0,1.400000000E1
3.002123581E2,1.932262215E1,-9.918716925E1,2.299661047E3,2.291788574E3,8.180000305E0,1.331999969E2,2.319344671E0,4.527132511E0,5.492631912E0,1.500000000E1
3.012123581E2,1.932257418E1,-9.918710600E1,2.300173482E3,2.292301025E3,8.210000038E0,1.273000031E2,2.328009879E0,4.295390129E0,5.268936634E0,1.600000000E1
3.022123581E2,1.932252585E1,-9.918704122E1,2.300645631E3,2.292773193E3,8.260000229E0,1.245999985E2,2.336442900E0,4.128510952E0,5.030509949E0,1.400000000E1
3.032123581E2,1.932248374E1,-9.918697438E1,2.300616297E3,2.292743896E3,8.619999886E0,1.200000000E2,2.344231562E0,3.938581228E0,4.796795368E0,1.500000000E1
