"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.648823375E2,1.932377290E1,-9.917949211E1,2.283946708E3,2.276092041E3,7.400000095E-1,1.603999939E2,2.594275640E-1,2.460779266E2,3.239997101E1,2.000000000E0
1.756713331E2,1.932377480E1,-9.917935790E1,2.289754543E3,2.281900146E3,NaN,NaN,2.594275640E-1,2.133300018E1,3.107601404E0,-1.000000000E0
1.859701466E2,1.932377480E1,-9.917935790E1,2.289754543E3,2.281900146E3,NaN,NaN,2.594275640E-1,9.341899872E1,1.752480125E1,-1.000000000E0
1.859992923E2,1.932377480E1,-9.917935790E1,2.289754543E3,2.281900146E3,NaN,NaN,3.164185692E-1,9.362200165E1,1.756540108E1,-1.000000000E0
1.938896091E2,1.932428432E1,-9.917929910E1,2.284184427E3,2.276331299E3,3.799999952E-1,3.317000122E2,3.173514639E-1,2.464875031E2,6.617909241E1,2.000000000E0
1.948892377E2,1.932428662E1,-9.917930765E1,2.284154165E3,2.276301025E3,7.799999714E-1,3.047000122E2,3.180127385E-1,2.529773407E2,6.663076019E1,3.000000000E0
1.958893128E2,1.932429246E1,-9.917930884E1,2.284153910E3,2.276300781E3,9.300000072E-1,3.300000000E1,3.697118812E-1,2.619671021E2,6.707025909E1,3.000000000E0
2.069470586E2,1.932384670E1,-9.917944890E1,2.291554610E3,2.283700195E3,NaN,NaN,3.697118812E-1,9.059500122E1,1.674308586E1,-1.000000000E0
2.069864330E2,1.932384670E1,-9.917944890E1,2.291554610E3,2.283700195E3,NaN,NaN,3.697118812E-1,9.087500000E1,1.679908562E1,-1.000000000E0
2.069864330E2,1.932384670E1,-9.917944890E1,2.291554610E3,2.283700195E3,NaN,NaN,3.697118812E-1,9.087500000E1,1.679908562E1,-1.000000000E0
2.069864330E2,1.932384670E1,-9.917944890E1,2.291554610E3,2.283700195E3,NaN,NaN,3.949157493E-1,9.087500000E1,1.679908562E1,-1.000000000E0
2.173173331E2,1.932362010E1,-9.917944320E1,2.291255062E3,2.283400146E3,NaN,NaN,3.949157493E-1,2.404400063E1,1.533394575E0,-1.000000000E0
2.184842972E2,1.932362010E1,-9.917944320E1,2.291255062E3,2.283400146E3,NaN,NaN,3.949157493E-1,2.567640114E1,1.941494584E0,-1.000000000E0
2.269579361E2,1.932362010E1,-9.917944320E1,2.291255062E3,2.283400146E3,NaN,NaN,3.949157493E-1,3.754000092E1,4.907394409E0,-1.000000000E0
2.269975565E2,1.932362010E1,-9.917944320E1,2.291255062E3,2.283400146E3,NaN,NaN,3.949157493E-1,3.759600067E1,4.921394348E0,-1.000000000E0
2.471007501E2,1.932362010E1,-9.917944320E1,2.291255062E3,2.283400146E3,NaN,NaN,3.949157493E-1,6.574020386E1,1.195744514E1,-1.000000000E0
2.672062071E2,1.932362010E1,-9.917944320E1,2.291255062E3,2.283400146E3,NaN,NaN,4.133606966E-1,9.388719940E1,1.899419403E1,-1.000000000E0
2.718894079E2,1.932368356E1,-9.917928079E1,2.284620808E3,2.276766357E3,5.500000119E-1,1.956000061E2,4.194854946E-1,2.002854538E1,2.265246391E1,3.000000000E0
2.728891457E2,1.932371092E1,-9.917933145E1,2.282843747E3,2.274989258E3,4.699999988E-1,1.510000000E2,4.205941761E-1,9.922739029E0,1.316843510E1,1.100000000E1
2.738846491E2,1.932371914E1,-9.917933743E1,2.286947744E3,2.279093262E3,0.000000000E0,NaN,4.216885536E-1,8.446149826E0,1.248148441E1,1.600000000E1
2.748866432E2,1.932371700E1,-9.917934761E1,2.285529800E3,2.277675293E3,0.000000000E0,NaN,4.234882952E-1,7.898781776E0,1.188525963E1,1.700000000E1
2.758825624E2,1.932372722E1,-9.917936091E1,2.283823749E3,2.275969238E3,0.000000000E0,NaN,4.244417505E-1,7.891258240E0,1.172575951E1,1.700000000E1
2.768961376E2,1.932373553E1,-9.917935867E1,2.284646480E3,2.276791992E3,0.000000000E0,NaN,4.251733300E-1,7.689115524E0,1.188811588E1,1.700000000E1
2.778961376E2,1.932373030E1,-9.917935444E1,2.285664549E3,2.277810059E3,0.000000000E0,NaN,4.255163878E-1,7.487884045E0,1.193423271E1,1.700000000E1
2.788961376E2,1.932372770E1,-9.917935268E1,2.285645997E3,2.277791504E3,0.000000000E0,NaN,4.264639740E-1,7.127670765E0,1.158903027E1,1.700000000E1
2.798961376E2,1.932371921E1,-9.917935190E1,2.287271747E3,2.279417236E3,0.000000000E0,NaN,4.268541961E-1,6.875580788E0,1.138543510E1,1.800000000E1
2.808961376E2,1.932372270E1,-9.917935229E1,2.287823254E3,2.279968750E3,0.000000000E0,NaN,4.274989182E-1,7.157680511E0,1.185811043E1,1.700000000E1
2.818961376E2,1.932371695E1,-9.917935308E1,2.289220485E3,2.281365967E3,0.000000000E0,NaN,4.279990276E-1,6.268900871E0,1.019224072E1,1.600000000E1
2.828961376E2,1.932372061E1,-9.917935031E1,2.289636975E3,2.281782471E3,0.000000000E0,NaN,4.281603873E-1,5.933813095E0,9.475881577E0,1.700000000E1
2.838961376E2,1.932372083E1,-9.917935183E1,2.289644302E3,2.281789795E3,0.000000000E0,NaN,4.281903583E-1,5.725330830E0,8.965179443E0,1.700000000E1
2.848961376E2,1.932372059E1,-9.917935196E1,2.289660660E3,2.281806152E3,0.000000000E0,NaN,4.282051124E-1,5.680332184E0,8.659826279E0,1.700000000E1
2.858961376E2,1.932372047E1,-9.917935202E1,2.289660905E3,2.281806396E3,0.000000000E0,NaN,4.282124895E-1,6.002627373E0,8.514875412E0,1.500000000E1
2.868961376E2,1.932372041E1,-9.917935205E1,2.289660905E3,2.281806396E3,0.000000000E0,NaN,4.282164306E-1,6.722663879E0,8.403861046E0,1.500000000E1
2.878961376E2,1.932372038E1,-9.917935207E1,2.289661149E3,2.281806641E3,0.000000000E0,NaN,4.282656368E-1,7.859173775E0,8.321350098E0,1.500000000E1
2.888961376E2,1.932371994E1,-9.917935212E1,2.289995135E3,2.282140625E3,0.000000000E0,NaN,4.283072353E-1,8.289105415E0,8.169911385E0,1.000000000E1
2.898961376E2,1.932371959E1,-9.917935226E1,2.290131366E3,2.282276855E3,0.000000000E0,NaN,4.284821427E-1,7.913884163E0,7.824463844E0,1.100000000E1
2.908961376E2,1.932372092E1,-9.917935137E1,2.289931410E3,2.282076904E3,0.000000000E0,NaN,4.302390935E-1,6.618517876E0,6.210285187E0,1.300000000E1
2.918961376E2,1.932373125E1,-9.917933870E1,2.287973842E3,2.280119385E3,6.700000167E-1,8.230000305E1,4.381361787E-1,6.179989338E0,5.607871532E0,1.900000000E1
2.928961376E2,1.932377687E1,-9.917928102E1,2.290539787E3,2.282685547E3,5.400000215E-1,2.720000076E1,4.409521412E-1,6.084159374E0,5.572452545E0,2.000000000E1
2.938961376E2,1.932379759E1,-9.917926559E1,2.293576575E3,2.285722412E3,3.199999928E-1,2.787000122E2,4.443249485E-1,5.854231834E0,5.402562141E0,2.100000000E1
2.948961376E2,1.932382144E1,-9.917924573E1,2.293579411E3,2.285725342E3,0.000000000E0,NaN,4.458695262E-1,5.579679489E0,5.242229462E0,2.100000000E1
2.958961376E2,1.932383480E1,-9.917924976E1,2.291215375E3,2.283361328E3,2.599999905E-1,3.100000000E2,4.475856336E-1,5.701200485E0,5.537215233E0,2.100000000E1
2.968961376E2,1.932384862E1,-9.917924248E1,2.290385984E3,2.282531982E3,0.000000000E0,NaN,4.509628546E-1,5.693260670E0,5.393274307E0,2.100000000E1
2.978961376E2,1.932386602E1,-9.917926886E1,2.287322276E3,2.279468262E3,4.300000072E-1,3.242000122E2,4.527323859E-1,6.913304806E0,5.860867977E0,2.100000000E1
2.988961376E2,1.932385015E1,-9.917927011E1,2.287463672E3,2.279609619E3,7.599999905E-1,2.250000000E2,4.555809013E-1,6.184479237E0,5.963437557E0,2.100000000E1
2.998961376E2,1.932384101E1,-9.917924475E1,2.287248066E3,2.279394043E3,3.600000143E-1,1.926000061E2,4.571301128E-1,5.631923199E0,5.686557770E0,2.100000000E1
3.008961376E2,1.932384162E1,-9.917923000E1,2.286665272E3,2.278811279E3,3.799999952E-1,2.645000000E2,4.590515000E-1,5.733581066E0,5.955288410E0,2.100000000E1
3.018961376E2,1.932383972E1,-9.917921180E1,2.287501910E3,2.279647949E3,2.000000030E-1,9.990000153E1,4.593780285E-1,5.539903164E0,5.864520550E0,2.100000000E1
3.028961376E2,1.932384020E1,-9.917920873E1,2.285805126E3,2.277951172E3,3.700000048E-1,9.009999847E1,4.603934257E-1,5.754992962E0,5.984573364E0,2.100000000E1
3.038961376E2,1.932384282E1,-9.917919946E1,2.286689379E3,2.278835449E3,3.400000036E-1,5.550000000E1,4.607196040E-1,5.844714165E0,6.101424217E0,2.100000000E1
3.048961376E2,1.932384561E1,-9.917919850E1,2.286949380E3,2.279095459E3,1.800000072E-1,5.840000153E1,4.619626456E-1,6.098086357E0,5.966940880E0,2.100000000E1
3.058961376E2,1.932385289E1,-9.917920749E1,2.287067790E3,2.279213867E3,3.700000048E-1,3.570000000E2,4.631745776E-1,7.025244713E0,6.076981544E0,2.100000000E1
3.068961376E2,1.932386188E1,-9.917921402E1,2.286109286E3,2.278255371E3,5.600000024E-1,3.091000061E2,4.637809447E-1,6.475106239E0,6.114008904E0,2.100000000E1
3.078961376E2,1.932386712E1,-9.917921242E1,2.285121478E3,2.277267578E3,3.600000143E-1,2.816000061E2,4.642156496E-1,6.349084854E0,6.122952461E0,2.100000000E1
3.088961376E2,1.932386351E1,-9.917921083E1,2.284883446E3,2.277029541E3,3.600000143E-1,2.717999878E2,4.651551248E-1,6.933065414E0,6.333106041E0,2.100000000E1
3.098961376E2,1.932387066E1,-9.917920606E1,2.285362180E3,2.277508301E3,3.199999928E-1,3.148999939E2,4.674789313E-1,7.325522423E0,6.295287609E0,2.100000000E1
3.108961376E2,1.932388985E1,-9.917921483E1,2.284731051E3,2.276877197E3,8.799999952E-1,6.000000000E0,4.699149497E-1,6.349013329E0,6.115023613E0,2.000000000E1
3.118961376E2,1.932390946E1,-9.917922518E1,2.283855783E3,2.276001953E3,1.409999967E0,3.401000061E2,4.712717160E-1,6.453484535E0,6.269198895E0,1.800000000E1
3.128961376E2,1.932392037E1,-9.917923097E1,2.282201473E3,2.274347656E3,3.499999940E-1,3.572999878E2,4.717254216E-1,5.993485928E0,5.958701611E0,1.800000000E1
3.138961376E2,1.932392445E1,-9.917923102E1,2.281556200E3,2.273702393E3,0.000000000E0,NaN,4.722026189E-1,5.522631645E0,6.140561104E0,1.800000000E1
3.148961376E2,1.932392759E1,-9.917922792E1,2.281107212E3,2.273253418E3,0.000000000E0,NaN,4.725101939E-1,5.368617058E0,6.004704475E0,1.700000000E1
3.158961376E2,1.932393021E1,-9.917922698E1,2.281015651E3,2.273161865E3,0.000000000E0,NaN,4.730114420E-1,5.221336842E0,5.872141361E0,1.700000000E1
3.168961376E2,1.932393435E1,-9.917922509E1,2.280287123E3,2.272433350E3,0.000000000E0,NaN,4.734140561E-1,5.230259895E0,5.862138748E0,1.700000000E1
3.178961376E2,1.932393777E1,-9.917922383E1,2.279987796E3,2.272134033E3,0.000000000E0,NaN,4.735759690E-1,5.200299740E0,5.801317215E0,1.800000000E1
3.188961376E2,1.932393844E1,-9.917922246E1,2.279451415E3,2.271597656E3,0.000000000E0,NaN,4.737802184E-1,5.306235313E0,5.797047138E0,1.800000000E1
3.198961376E2,1.932393930E1,-9.917922074E1,2.279274652E3,2.271420898E3,0.000000000E0,NaN,4.740625601E-1,5.741460800E0,6.103894711E0,1.800000000E1
3.208961376E2,1.932393803E1,-9.917921841E1,2.279833244E3,2.271979492E3,5.799999833E-1,3.327999878E2,4.745918302E-1,5.707455158E0,6.360162258E0,1.800000000E1
3.218961376E2,1.932393429E1,-9.917921529E1,2.281659906E3,2.273806152E3,5.199999809E-1,1.638999939E2,4.756808536E-1,5.817888260E0,6.716377735E0,1.800000000E1
3.228961376E2,1.932392658E1,-9.917920889E1,2.280825682E3,2.272971924E3,4.699999988E-1,1.716000061E2,4.804316865E-1,6.064753532E0,7.056303501E0,1.800000000E1
3.238961376E2,1.932391142E1,-9.917916656E1,2.282308787E3,2.274455078E3,4.300000072E-1,1.546999969E2,4.835575567E-1,6.580549717E0,7.572415352E0,2.000000000E1
3.248961376E2,1.932389706E1,-9.917914095E1,2.282911552E3,2.275057861E3,7.500000000E-1,1.160000000E2,4.855284440E-1,6.412232399E0,7.457182884E0,2.100000000E1
3.258961376E2,1.932389169E1,-9.917912305E1,2.283303375E3,2.275449707E3,4.300000072E-1,8.000000000E1,4.874971674E-1,5.932416439E0,7.070757389E0,2.100000000E1
3.268961376E2,1.932389025E1,-9.917910435E1,2.282059444E3,2.274205811E3,4.199999869E-1,4.840000153E1,4.894977224E-1,5.756825924E0,6.967129230E0,2.100000000E1
3.278961376E2,1.932387484E1,-9.917909451E1,2.282401012E3,2.274547363E3,4.900000095E-1,8.930000305E1,4.911869301E-1,5.808060646E0,6.619565010E0,2.100000000E1
3.288961376E2,1.932386559E1,-9.917908174E1,2.282186653E3,2.274333008E3,5.299999714E-1,7.150000000E1,4.925911808E-1,5.034872055E0,6.285265446E0,2.100000000E1
3.298961376E2,1.932387759E1,-9.917907757E1,2.283073092E3,2.275219482E3,5.600000024E-1,3.173999939E2,4.945657235E-1,4.801968098E0,6.122387409E0,2.100000000E1
3.308961376E2,1.932389454E1,-9.917907196E1,2.283485640E3,2.275632080E3,3.899999857E-1,2.200000048E0,4.959384372E-1,4.233641148E0,5.364429951E0,2.100000000E1
3.318961376E2,1.932390516E1,-9.917906529E1,2.280739021E3,2.272885498E3,4.600000083E-1,3.067000122E2,5.060982015E-1,4.200323582E0,5.244780064E0,2.100000000E1
3.328961376E2,1.932389714E1,-9.917916174E1,2.280813449E3,2.272959717E3,4.699999988E-1,1.331000061E2,5.089582269E-1,1.018537521E1,5.258989811E0,2.100000000E1
3.338961376E2,1.932390052E1,-9.917913472E1,2.277845370E3,2.269991699E3,7.400000095E-1,1.376999969E2,5.201202672E-1,1.023126125E1,5.236364841E0,2.100000000E1
3.348961376E2,1.932393174E1,-9.917903362E1,2.277481818E3,2.269628418E3,4.900000095E-1,1.286000061E2,5.206795690E-1,4.321165085E0,4.923169136E0,2.000000000E1
3.358961376E2,1.932393633E1,-9.917903144E1,2.277923942E3,2.270070557E3,3.400000036E-1,1.083000031E2,5.237056144E-1,4.638398170E0,4.630264759E0,2.000000000E1
3.368961376E2,1.932396329E1,-9.917902751E1,2.278917769E3,2.271064453E3,2.119999886E0,3.547000122E2,5.246412962E-1,4.284463406E0,4.453125477E0,2.000000000E1
3.378961376E2,1.932397158E1,-9.917902904E1,2.279347930E3,2.271494629E3,7.599999905E-1,3.500000000E2,5.260814457E-1,4.397376537E0,4.455626011E0,1.900000000E1
3.388961376E2,1.932398107E1,-9.917901970E1,2.279812489E3,2.271959229E3,4.300000072E-1,5.420000076E1,5.274785373E-1,4.322083473E0,4.178077221E0,1.900000000E1
3.398961376E2,1.932399130E1,-9.917901197E1,2.280126660E3,2.272273438E3,6.499999762E-1,6.519999695E1,5.294830341E-1,4.435224533E0,4.227920532E0,1.900000000E1
3.408961376E2,1.932400615E1,-9.917900114E1,2.281244525E3,2.273391357E3,1.169999957E0,7.119999695E1,5.319244381E-1,4.363280773E0,4.203012466E0,2.000000000E1
3.418961376E2,1.932402757E1,-9.917899603E1,2.281754476E3,2.273901367E3,1.120000005E0,2.920000076E1,5.342995327E-1,4.373419285E0,4.278292179E0,2.000000000E1
3.428961376E2,1.932404709E1,-9.917898684E1,2.282405292E3,2.274552246E3,9.599999785E-1,3.929999924E1,5.359456167E-1,4.514782429E0,4.383553982E0,2.000000000E1
3.438961376E2,1.932406105E1,-9.917898162E1,2.283868873E3,2.276015869E3,5.699999928E-1,2.710000038E1,5.371810201E-1,4.193605423E0,4.210448742E0,2.000000000E1
3.448961376E2,1.932407067E1,-9.917897573E1,2.285404240E3,2.277551270E3,8.399999738E-1,2.739999962E1,5.389325212E-1,4.039607525E0,4.071971893E0,2.000000000E1
3.458961376E2,1.932408642E1,-9.917897549E1,2.285368316E3,2.277515381E3,8.700000048E-1,2.710000038E1,5.400821859E-1,3.941933632E0,3.967086554E0,2.000000000E1
3.468961376E2,1.932409638E1,-9.917897843E1,2.287127332E3,2.279274414E3,5.600000024E-1,2.700000000E1,5.422191570E-1,3.844409704E0,3.874660969E0,2.000000000E1
3.478961376E2,1.932410780E1,-9.917899481E1,2.285340962E3,2.277488037E3,6.499999762E-1,2.679999924E1,5.442062439E-1,3.998065233E0,4.098107815E0,2.000000000E1
3.488961376E2,1.932412567E1,-9.917899492E1,2.286092875E3,2.278239990E3,9.100000262E-1,2.670000076E1,5.464901964E-1,4.030808449E0,4.103128910E0,2.000000000E1
3.498961376E2,1.932414621E1,-9.917899486E1,2.286235650E3,2.278382812E3,1.669999957E0,3.416000061E2,5.485748320E-1,4.069519997E0,4.099774361E0,2.000000000E1
3.508961376E2,1.932415847E1,-9.917900989E1,2.285781795E3,2.277928955E3,7.300000191E-1,3.072999878E2,5.501588150E-1,4.086579800E0,4.041126251E0,2.000000000E1
3.518961376E2,1.932416875E1,-9.917902034E1,2.285855767E3,2.278002930E3,8.700000048E-1,3.075000000E2,5.517460318E-1,4.028706551E0,3.724597454E0,2.000000000E1
3.528961376E2,1.932418151E1,-9.917902712E1,2.285642373E3,2.277789551E3,1.090000033E0,3.076000061E2,5.538183054E-1,4.143304348E0,3.480210781E0,2.000000000E1
3.538961376E2,1.932419982E1,-9.917902344E1,2.285492177E3,2.277639404E3,8.899999857E-1,3.077999878E2,5.550562763E-1,4.011056900E0,3.260513067E0,1.900000000E1
3.548961376E2,1.932421091E1,-9.917902240E1,2.285671594E3,2.277818848E3,6.999999881E-1,3.078999939E2,5.563338282E-1,3.891437292E0,3.100637913E0,2.000000000E1
3.558961376E2,1.932422154E1,-9.917902702E1,2.286320016E3,2.278467285E3,6.299999952E-1,3.080000000E2,5.581230586E-1,3.823052406E0,2.940027714E0,1.900000000E1
3.568961376E2,1.932423354E1,-9.917903838E1,2.286963566E3,2.279110840E3,1.139999986E0,3.081000061E2,5.593469729E-1,4.103798389E0,3.257434130E0,1.900000000E1
3.578961376E2,1.932424410E1,-9.917904167E1,2.287169359E3,2.279316650E3,8.700000048E-1,3.081000061E2,5.617541095E-1,3.949730158E0,2.949599266E0,1.900000000E1
3.588961376E2,1.932426562E1,-9.917904416E1,2.287334355E3,2.279481689E3,1.350000024E0,3.552999878E2,5.633443916E-1,4.027322292E0,2.999343157E0,2.000000000E1
3.598961376E2,1.932427946E1,-9.917904034E1,2.288395595E3,2.280542969E3,8.000000119E-1,3.551000061E2,5.653905642E-1,4.010667324E0,2.923789740E0,1.800000000E1
3.608961376E2,1.932429762E1,-9.917903719E1,2.289417520E3,2.281564941E3,1.730000019E0,3.442999878E2,5.664729198E-1,3.901984453E0,2.836423397E0,1.800000000E1
3.618961376E2,1.932430715E1,-9.917903509E1,2.289046401E3,2.281193848E3,1.309999943E0,3.442999878E2,5.670302250E-1,3.887475252E0,2.760482311E0,2.000000000E1
3.628961376E2,1.932431164E1,-9.917903745E1,2.289784921E3,2.281932373E3,6.200000048E-1,3.442000122E2,5.690598692E-1,3.790092468E0,2.678332806E0,1.800000000E1
3.638961376E2,1.932432805E1,-9.917902898E1,2.290378129E3,2.282525635E3,1.289999962E0,3.598999939E2,5.700806300E-1,3.790092468E0,2.765922070E0,1.800000000E1
3.648961376E2,1.932433654E1,-9.917903268E1,2.290394230E3,2.282541748E3,7.400000095E-1,3.442999878E2,5.705640222E-1,3.790092468E0,2.683645725E0,1.800000000E1
3.658961376E2,1.932434087E1,-9.917903227E1,2.289558770E3,2.281706299E3,9.100000262E-1,3.442999878E2,5.714095784E-1,3.790092468E0,2.798668861E0,1.900000000E1
3.668961376E2,1.932434847E1,-9.917903200E1,2.290701087E3,2.282848633E3,6.600000262E-1,3.442999878E2,5.725753473E-1,3.790092468E0,2.906177282E0,1.600000000E1
3.678961376E2,1.932435587E1,-9.917902413E1,2.290545293E3,2.282692871E3,6.200000048E-1,3.442999878E2,5.738172623E-1,3.790092468E0,2.799427748E0,1.700000000E1
3.688961376E2,1.932436687E1,-9.917902208E1,2.289736182E3,2.281883789E3,7.200000286E-1,3.443999939E2,5.744573123E-1,3.790092468E0,2.729509354E0,1.900000000E1
3.698961376E2,1.932437253E1,-9.917902319E1,2.289861415E3,2.282009033E3,5.199999809E-1,3.443999939E2,5.756729097E-1,3.790092468E0,2.675253868E0,1.700000000E1
3.708961376E2,1.932438341E1,-9.917902432E1,2.289642154E3,2.281789795E3,1.620000005E0,3.477999878E2,5.771350594E-1,3.790092468E0,2.753760815E0,1.700000000E1
3.718961376E2,1.932439609E1,-9.917902801E1,2.289944867E3,2.282092529E3,1.080000043E0,3.443999939E2,5.793490540E-1,3.790092468E0,2.906047344E0,1.800000000E1
3.728961376E2,1.932441580E1,-9.917902502E1,2.290329338E3,2.282477051E3,1.830000043E0,4.900000095E0,5.797187831E-1,3.790092468E0,3.002073526E0,1.800000000E1
3.738961376E2,1.932441847E1,-9.917902712E1,2.290454825E3,2.282602539E3,7.099999785E-1,3.443999939E2,5.809097139E-1,3.790092468E0,3.353923082E0,1.700000000E1
3.748961376E2,1.932442899E1,-9.917902925E1,2.289543184E3,2.281690918E3,7.500000000E-1,3.235000000E2,5.829575135E-1,3.795383453E0,3.722384214E0,1.800000000E1
3.758961376E2,1.932444237E1,-9.917904266E1,2.289966520E3,2.282114258E3,1.899999976E0,3.278999939E2,5.842128160E-1,3.790092468E0,3.644534588E0,1.900000000E1
3.768961376E2,1.932445115E1,-9.917905018E1,2.291237023E3,2.283384766E3,1.049999952E0,3.278999939E2,5.853988518E-1,3.790092468E0,3.508022785E0,1.700000000E1
3.778961376E2,1.932445962E1,-9.917905705E1,2.290796100E3,2.282943848E3,1.110000014E0,3.278999939E2,5.868479608E-1,3.790092468E0,3.268806934E0,1.700000000E1
3.788961376E2,1.932447213E1,-9.917906092E1,2.290659604E3,2.282807373E3,1.360000014E0,3.278999939E2,5.884039458E-1,3.790092468E0,3.308498144E0,1.700000000E1
3.798961376E2,1.932447996E1,-9.917907321E1,2.290630558E3,2.282778320E3,1.519999981E0,3.185000000E2,5.905666186E-1,3.790092468E0,3.210019588E0,1.600000000E1
3.808961376E2,1.932449196E1,-9.917908943E1,2.291248727E3,2.283396484E3,1.720000029E0,3.016000061E2,5.917825085E-1,3.790092468E0,3.283749580E0,1.600000000E1
3.818961376E2,1.932449513E1,-9.917910052E1,2.291753136E3,2.283900879E3,1.100000024E0,3.011000061E2,5.939196912E-1,3.790092468E0,3.360546589E0,1.600000000E1
3.828961376E2,1.932449325E1,-9.917912079E1,2.292637214E3,2.284784912E3,1.629999995E0,3.007000122E2,5.945389848E-1,4.022381306E0,3.891749382E0,1.500000000E1
3.838961376E2,1.932449373E1,-9.917912667E1,2.291968035E3,2.284115723E3,1.070000052E0,3.008999939E2,5.970771445E-1,3.855212927E0,3.679865360E0,1.400000000E1
3.848961376E2,1.932449120E1,-9.917915071E1,2.292767649E3,2.284915283E3,1.909999967E0,2.591000061E2,5.984014874E-1,3.795154572E0,3.585315704E0,1.500000000E1
3.858961376E2,1.932450073E1,-9.917915828E1,2.289356266E3,2.281503906E3,1.470000029E0,2.665000000E2,5.997310201E-1,3.790092468E0,3.583451271E0,1.600000000E1
3.868961376E2,1.932450122E1,-9.917917094E1,2.287877774E3,2.280025391E3,1.360000014E0,2.622999878E2,6.003475555E-1,3.809184551E0,3.608941317E0,1.500000000E1
3.878961376E2,1.932450053E1,-9.917917677E1,2.287454935E3,2.279602539E3,8.700000048E-1,2.625000000E2,6.009018186E-1,3.790092468E0,3.277740240E0,1.800000000E1
3.888961376E2,1.932450373E1,-9.917918082E1,2.286539409E3,2.278687012E3,6.200000048E-1,2.627000122E2,6.021741896E-1,3.790092468E0,3.101166964E0,1.700000000E1
3.898961376E2,1.932450083E1,-9.917919255E1,2.286670298E3,2.278817871E3,1.710000038E0,2.661000061E2,6.038698892E-1,3.790092468E0,2.996082306E0,1.800000000E1
3.908961376E2,1.932450804E1,-9.917920679E1,2.284300437E3,2.276447998E3,1.529999971E0,2.670000000E2,6.052059107E-1,3.790092468E0,3.324558258E0,1.800000000E1
3.918961376E2,1.932451118E1,-9.917921908E1,2.283786294E3,2.275933838E3,1.250000000E0,2.702999878E2,6.060355307E-1,3.790092468E0,3.329589605E0,1.700000000E1
3.928961376E2,1.932451008E1,-9.917922690E1,2.284134212E3,2.276281738E3,7.799999714E-1,2.705000000E2,6.063435665E-1,3.790092468E0,3.307044268E0,1.700000000E1
3.938961376E2,1.932451097E1,-9.917922968E1,2.284343933E3,2.276491455E3,6.200000048E-1,2.705000000E2,6.074329001E-1,3.790092468E0,3.273681879E0,1.800000000E1
3.948961376E2,1.932451577E1,-9.917923873E1,2.283762885E3,2.275910400E3,5.299999714E-1,2.706000061E2,6.075960138E-1,3.790092468E0,3.253341913E0,1.600000000E1
3.958961376E2,1.932451719E1,-9.917923912E1,2.283994816E3,2.276142334E3,0.000000000E0,NaN,6.096505132E-1,3.790092468E0,3.203219175E0,1.800000000E1
3.968961376E2,1.932453410E1,-9.917924701E1,2.284623456E3,2.276770996E3,1.830000043E0,3.561000061E2,6.110174527E-1,3.790092468E0,3.430194855E0,1.900000000E1
3.978961376E2,1.932454587E1,-9.917925077E1,2.284795067E3,2.276942627E3,1.460000038E0,2.706000061E2,6.127439891E-1,3.790092468E0,3.347239017E0,1.900000000E1
3.988961376E2,1.932456134E1,-9.917925218E1,2.285225211E3,2.277372803E3,1.879999995E0,5.000000000E-1,6.143595510E-1,3.919824600E0,3.258482933E0,1.600000000E1
3.998961376E2,1.932457536E1,-9.917925622E1,2.286359953E3,2.278507568E3,1.360000014E0,2.000000000E0,6.153812339E-1,3.790092468E0,3.162888288E0,1.500000000E1
4.008961376E2,1.932458414E1,-9.917925335E1,2.286873111E3,2.279020752E3,1.190000057E0,1.260000038E1,6.175272191E-1,3.790092468E0,3.044624805E0,1.700000000E1
4.018961376E2,1.932460302E1,-9.917925759E1,2.284307647E3,2.276455322E3,1.509999990E0,3.582999878E2,6.192063809E-1,3.881203890E0,3.435439825E0,1.900000000E1
4.028961376E2,1.932461812E1,-9.917925740E1,2.284952388E3,2.277100098E3,1.210000038E0,3.582000122E2,6.208512758E-1,3.790092468E0,3.257752180E0,1.900000000E1
4.038961376E2,1.932462788E1,-9.917924562E1,2.285573924E3,2.277721680E3,1.279999971E0,1.319999981E1,6.228586502E-1,3.798251867E0,3.401190281E0,1.700000000E1
4.048961376E2,1.932464244E1,-9.917925693E1,2.285254089E3,2.277401855E3,1.700000048E0,3.437999878E2,6.247767781E-1,3.838528395E0,3.479953051E0,1.900000000E1
4.058961376E2,1.932465961E1,-9.917925517E1,2.285772358E3,2.277920166E3,1.960000038E0,1.620000076E1,6.263127640E-1,3.825200558E0,3.429661989E0,1.700000000E1
4.068961376E2,1.932467145E1,-9.917926271E1,2.285411262E3,2.277559082E3,1.240000010E0,3.492000122E2,6.281976758E-1,3.910201073E0,3.551496983E0,1.700000000E1
4.078961376E2,1.932468414E1,-9.917927462E1,2.284667360E3,2.276815186E3,1.389999986E0,3.396000061E2,6.297105235E-1,4.034571171E0,3.764257908E0,1.700000000E1
4.088961376E2,1.932469772E1,-9.917927550E1,2.284897800E3,2.277045654E3,1.340000033E0,8.999999762E-1,6.313273431E-1,3.815658331E0,3.416332245E0,1.800000000E1
