"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.558083059E2,1.932840328E1,-9.911372660E1,2.252049977E3,2.244335938E3,1.561999989E1,9.509999847E1,1.785128036E0,3.790092468E0,3.017997503E0,1.800000000E1
1.568083059E2,1.932839030E1,-9.911357687E1,2.252233060E3,2.244519287E3,1.559000015E1,9.450000000E1,1.799990134E0,3.790092468E0,3.134413004E0,1.800000000E1
1.578083059E2,1.932838283E1,-9.911343545E1,2.253313119E3,2.245599609E3,1.514000034E1,9.430000305E1,1.815169403E0,3.790092468E0,3.118910551E0,2.000000000E1
1.588083059E2,1.932837068E1,-9.911329136E1,2.253251338E3,2.245538086E3,1.507999992E1,9.450000000E1,1.829875330E0,3.790092468E0,3.019345760E0,1.900000000E1
1.598083059E2,1.932835708E1,-9.911315195E1,2.251644647E3,2.243931641E3,1.507999992E1,9.580000305E1,1.844982244E0,3.790092468E0,2.638336182E0,2.000000000E1
1.608083059E2,1.932834485E1,-9.911300856E1,2.250187604E3,2.242474854E3,1.518000031E1,9.480000305E1,1.860783089E0,3.790092468E0,2.500000000E0,1.800000000E1
1.618083059E2,1.932833252E1,-9.911285854E1,2.247740313E3,2.240027832E3,1.543000031E1,9.500000000E1,1.876541659E0,3.790092468E0,2.500000000E0,1.600000000E1
1.628083059E2,1.932832068E1,-9.911270888E1,2.246799126E3,2.239086914E3,1.569999981E1,9.369999695E1,1.892231249E0,3.790092468E0,2.712731361E0,1.500000000E1
1.638083059E2,1.932831307E1,-9.911255957E1,2.245761005E3,2.238049072E3,1.590999985E1,9.490000153E1,1.908095107E0,3.790092468E0,2.694608212E0,1.600000000E1
1.648083059E2,1.932829606E1,-9.911240946E1,2.245612309E3,2.237900635E3,1.618000031E1,9.709999847E1,1.924411587E0,3.790092468E0,2.710017920E0,1.700000000E1
1.658083059E2,1.932828063E1,-9.911225482E1,2.245039040E3,2.237327637E3,1.688999939E1,9.559999847E1,1.940966361E0,3.790092468E0,2.718437672E0,1.600000000E1
1.668083059E2,1.932826412E1,-9.911209802E1,2.242995798E3,2.235284668E3,1.621999931E1,9.430000305E1,1.957361513E0,3.790092468E0,2.733701944E0,1.900000000E1
1.678083059E2,1.932825267E1,-9.911194224E1,2.242675447E3,2.234964600E3,1.626000023E1,9.490000153E1,1.972648819E0,3.790092468E0,2.605244398E0,1.900000000E1
1.688083059E2,1.932824283E1,-9.911179692E1,2.242678355E3,2.234967773E3,1.477000046E1,9.400000000E1,1.987898373E0,3.790092468E0,2.500000000E0,2.000000000E1
1.698083059E2,1.932823212E1,-9.911165203E1,2.242268181E3,2.234557861E3,1.486999989E1,9.409999847E1,2.001935382E0,3.790092468E0,2.500000000E0,2.000000000E1
1.708083059E2,1.932822810E1,-9.911151832E1,2.244315532E3,2.236605469E3,1.369999981E1,9.200000000E1,2.014856144E0,3.790092468E0,2.500000000E0,2.200000000E1
1.718083059E2,1.932821807E1,-9.911139564E1,2.244721318E3,2.237011475E3,1.286999989E1,9.740000153E1,2.026683902E0,3.790092468E0,2.500000000E0,1.800000000E1
1.728083059E2,1.932820140E1,-9.911128431E1,2.245387639E3,2.237677979E3,1.147000027E1,1.005000000E2,2.037143057E0,3.790092468E0,2.500000000E0,2.100000000E1
1.738083059E2,1.932818929E1,-9.911118546E1,2.245695332E3,2.237985840E3,9.710000038E0,9.750000000E1,2.046543663E0,3.790092468E0,2.633124352E0,1.900000000E1
1.748083059E2,1.932817139E1,-9.911109790E1,2.246049691E3,2.238340332E3,8.729999542E0,1.018000031E2,2.054453817E0,3.790092468E0,2.500000000E0,1.800000000E1
1.758083059E2,1.932815150E1,-9.911102552E1,2.245911409E3,2.238202148E3,6.889999866E0,1.013000031E2,2.060213163E0,3.790092468E0,2.525609970E0,1.900000000E1
1.768083059E2,1.932814344E1,-9.911097130E1,2.245985050E3,2.238275879E3,5.340000153E0,1.006999969E2,2.065328557E0,3.790092468E0,2.500000000E0,1.800000000E1
1.778083059E2,1.932813245E1,-9.911092396E1,2.244949825E3,2.237240723E3,4.320000172E0,1.035000000E2,2.070247942E0,3.790092468E0,2.500000000E0,1.800000000E1
1.788083059E2,1.932812592E1,-9.911087759E1,2.244943156E3,2.237234131E3,4.440000057E0,9.850000000E1,2.074070845E0,3.790092468E0,2.520091057E0,1.700000000E1
1.798083059E2,1.932812238E1,-9.911084135E1,2.245135964E3,2.237427002E3,3.599999905E0,9.200000000E1,2.076894692E0,3.790092468E0,2.776225567E0,2.000000000E1
1.808083059E2,1.932812052E1,-9.911081451E1,2.245003346E3,2.237294434E3,3.220000029E0,9.380000305E1,2.079781972E0,3.790092468E0,3.128933668E0,1.900000000E1
1.818083059E2,1.932812301E1,-9.911078712E1,2.245378286E3,2.237669434E3,2.480000019E0,8.950000000E1,2.082058710E0,3.790092468E0,3.283112764E0,1.700000000E1
1.828083059E2,1.932812750E1,-9.911076595E1,2.245341858E3,2.237633057E3,1.149999976E0,8.500000000E1,2.082729626E0,3.790092468E0,3.332934380E0,1.800000000E1
1.838083059E2,1.932812436E1,-9.911076049E1,2.244176815E3,2.236468018E3,7.099999785E-1,8.519999695E1,2.083441911E0,3.790092468E0,3.605913877E0,1.800000000E1
1.848083059E2,1.932812539E1,-9.911075379E1,2.243878948E3,2.236170166E3,0.000000000E0,NaN,2.083638333E0,3.790092468E0,4.190658092E0,1.700000000E1
1.858083059E2,1.932812715E1,-9.911075395E1,2.242907508E3,2.235198730E3,0.000000000E0,NaN,2.083772844E0,3.790092468E0,4.392091274E0,2.200000000E1
1.868083059E2,1.932812811E1,-9.911075317E1,2.242464878E3,2.234756104E3,0.000000000E0,NaN,2.084008462E0,3.813819647E0,4.646869659E0,2.200000000E1
1.878083059E2,1.932813020E1,-9.911075280E1,2.242850614E3,2.235141846E3,0.000000000E0,NaN,2.084261377E0,3.916689157E0,4.806923866E0,2.100000000E1
1.888083059E2,1.932813024E1,-9.911075039E1,2.242153344E3,2.234444580E3,0.000000000E0,NaN,2.084544713E0,3.918908834E0,4.725389957E0,2.000000000E1
1.898083059E2,1.932812886E1,-9.911075266E1,2.241754426E3,2.234045654E3,0.000000000E0,NaN,2.084660750E0,3.906289101E0,4.600797176E0,1.900000000E1
1.908083059E2,1.932812984E1,-9.911075228E1,2.240939970E3,2.233231201E3,0.000000000E0,NaN,2.084796927E0,3.892061710E0,4.459308624E0,1.600000000E1
1.918083059E2,1.932812878E1,-9.911075163E1,2.240633330E3,2.232924561E3,0.000000000E0,NaN,2.085262884E0,3.790092468E0,4.123278618E0,1.500000000E1
1.928083059E2,1.932812785E1,-9.911075596E1,2.240881144E3,2.233172363E3,0.000000000E0,NaN,2.085427974E0,3.790092468E0,3.884068727E0,1.600000000E1
1.938083059E2,1.932812700E1,-9.911075467E1,2.241057901E3,2.233349121E3,0.000000000E0,NaN,2.085574410E0,3.790092468E0,3.853255510E0,1.600000000E1
1.948083059E2,1.932812576E1,-9.911075514E1,2.240923627E3,2.233214844E3,0.000000000E0,NaN,2.085656313E0,3.790092468E0,3.620231152E0,1.400000000E1
1.958083059E2,1.932812508E1,-9.911075544E1,2.241071090E3,2.233362305E3,0.000000000E0,NaN,2.085690847E0,3.790092468E0,3.647238493E0,1.500000000E1
1.968083059E2,1.932812482E1,-9.911075562E1,2.241067429E3,2.233358643E3,0.000000000E0,NaN,2.085696210E0,3.790092468E0,3.425264835E0,1.400000000E1
1.978083059E2,1.932812481E1,-9.911075557E1,2.241065720E3,2.233356934E3,0.000000000E0,NaN,2.085702963E0,3.790092468E0,3.311817169E0,1.300000000E1
1.988083059E2,1.932812475E1,-9.911075558E1,2.241056687E3,2.233347900E3,0.000000000E0,NaN,2.085704492E0,3.790092468E0,3.205945253E0,1.500000000E1
1.998083059E2,1.932812474E1,-9.911075559E1,2.241058152E3,2.233349365E3,0.000000000E0,NaN,2.085707989E0,3.790092468E0,3.060605526E0,1.400000000E1
2.008083059E2,1.932812471E1,-9.911075558E1,2.241063523E3,2.233354736E3,0.000000000E0,NaN,2.085711930E0,3.790092468E0,3.034969091E0,1.500000000E1
2.018083059E2,1.932812468E1,-9.911075556E1,2.241070115E3,2.233361328E3,0.000000000E0,NaN,2.085715266E0,3.790092468E0,2.957238197E0,1.400000000E1
2.028083059E2,1.932812465E1,-9.911075556E1,2.241074754E3,2.233365967E3,0.000000000E0,NaN,2.085716795E0,3.790092468E0,2.964127541E0,1.500000000E1
2.038083059E2,1.932812466E1,-9.911075557E1,2.241076462E3,2.233367676E3,0.000000000E0,NaN,2.085719853E0,3.790092468E0,2.992333651E0,1.500000000E1
2.048083059E2,1.932812468E1,-9.911075555E1,2.241079392E3,2.233370605E3,0.000000000E0,NaN,2.085719853E0,3.790092468E0,3.130650043E0,1.400000000E1
2.058083059E2,1.932812468E1,-9.911075555E1,2.241075486E3,2.233366699E3,0.000000000E0,NaN,2.085720902E0,3.790092468E0,3.026127100E0,1.300000000E1
2.068083059E2,1.932812468E1,-9.911075554E1,2.241076218E3,2.233367432E3,0.000000000E0,NaN,2.085723277E0,3.790092468E0,2.862432241E0,1.200000000E1
2.078083059E2,1.932812469E1,-9.911075552E1,2.241077683E3,2.233368896E3,0.000000000E0,NaN,2.085723277E0,3.790092468E0,2.750959635E0,1.500000000E1
2.088083059E2,1.932812469E1,-9.911075552E1,2.241080857E3,2.233372070E3,0.000000000E0,NaN,2.085734396E0,3.790092468E0,2.607853174E0,1.500000000E1
2.098083059E2,1.932812459E1,-9.911075552E1,2.241083054E3,2.233374268E3,0.000000000E0,NaN,2.085735508E0,3.790092468E0,2.945117950E0,1.800000000E1
2.108083059E2,1.932812458E1,-9.911075552E1,2.241084031E3,2.233375244E3,0.000000000E0,NaN,2.085736558E0,3.790092468E0,2.785223484E0,1.700000000E1
2.118083059E2,1.932812458E1,-9.911075553E1,2.241081834E3,2.233373047E3,0.000000000E0,NaN,2.085739017E0,3.790092468E0,2.555065870E0,1.600000000E1
2.128083059E2,1.932812456E1,-9.911075554E1,2.241080613E3,2.233371826E3,0.000000000E0,NaN,2.085744715E0,3.790092468E0,2.500000000E0,1.400000000E1
2.138083059E2,1.932812454E1,-9.911075549E1,2.241086472E3,2.233377686E3,0.000000000E0,NaN,2.085748212E0,3.790092468E0,2.535829544E0,1.500000000E1
2.148083059E2,1.932812451E1,-9.911075550E1,2.241091844E3,2.233383057E3,0.000000000E0,NaN,2.085811810E0,3.790092468E0,2.500000000E0,1.300000000E1
2.158083059E2,1.932812508E1,-9.911075555E1,2.240965866E3,2.233257080E3,0.000000000E0,NaN,2.085814034E0,3.790092468E0,2.525701523E0,1.400000000E1
2.168083059E2,1.932812506E1,-9.911075555E1,2.240970260E3,2.233261475E3,0.000000000E0,NaN,2.085815562E0,3.790092468E0,2.561056852E0,1.300000000E1
2.178083059E2,1.932812507E1,-9.911075556E1,2.240969284E3,2.233260498E3,0.000000000E0,NaN,2.085816674E0,3.790092468E0,2.511732340E0,1.600000000E1
2.188083059E2,1.932812506E1,-9.911075556E1,2.240977096E3,2.233268311E3,0.000000000E0,NaN,2.085819133E0,3.790092468E0,2.577210188E0,1.400000000E1
2.198083059E2,1.932812508E1,-9.911075555E1,2.240971237E3,2.233262451E3,0.000000000E0,NaN,2.085821508E0,3.790092468E0,2.698171139E0,1.500000000E1
2.208083059E2,1.932812509E1,-9.911075557E1,2.240979538E3,2.233270752E3,0.000000000E0,NaN,2.085825956E0,3.790092468E0,2.878537893E0,1.500000000E1
2.218083059E2,1.932812513E1,-9.911075557E1,2.240983200E3,2.233274414E3,0.000000000E0,NaN,2.086088962E0,3.790092468E0,3.027908802E0,1.400000000E1
2.228083059E2,1.932812590E1,-9.911075320E1,2.240827187E3,2.233118408E3,7.099999785E-1,1.114000015E2,2.088369949E0,3.790092468E0,2.674339294E0,1.300000000E1
2.238083059E2,1.932812180E1,-9.911073190E1,2.240794196E3,2.233085449E3,3.299999952E0,9.009999847E1,2.092726860E0,3.790092468E0,2.500000000E0,1.600000000E1
2.248083059E2,1.932810710E1,-9.911069341E1,2.239882775E3,2.232174072E3,4.679999828E0,9.859999847E1,2.098741873E0,3.790092468E0,2.500000000E0,1.900000000E1
2.258083059E2,1.932809503E1,-9.911063753E1,2.239911256E3,2.232202637E3,6.190000057E0,9.109999847E1,2.105290080E0,3.790092468E0,2.500000000E0,2.000000000E1
2.268083059E2,1.932808949E1,-9.911057540E1,2.240224867E3,2.232516357E3,6.599999905E0,9.500000000E1,2.111269398E0,3.790092468E0,2.500000000E0,1.500000000E1
2.278083059E2,1.932808309E1,-9.911051882E1,2.240390785E3,2.232682373E3,5.840000153E0,9.569999695E1,2.117465410E0,3.790092468E0,2.516693115E0,1.800000000E1
2.288083059E2,1.932807510E1,-9.911046038E1,2.240663148E3,2.232954834E3,6.099999905E0,9.480000305E1,2.124398285E0,3.790092468E0,2.695281029E0,1.900000000E1
2.298083059E2,1.932807198E1,-9.911039439E1,2.240437683E3,2.232729492E3,7.110000134E0,9.559999847E1,2.131179246E0,3.790092468E0,3.021392822E0,1.700000000E1
2.308083059E2,1.932806616E1,-9.911033006E1,2.240188545E3,2.232480469E3,6.840000153E0,9.550000000E1,2.137553460E0,3.790092468E0,3.140895605E0,1.700000000E1
2.318083059E2,1.932805913E1,-9.911026977E1,2.239624965E3,2.231916992E3,6.389999866E0,9.519999695E1,2.142793137E0,3.790092468E0,3.065792799E0,1.900000000E1
2.328083059E2,1.932805761E1,-9.911021986E1,2.239668326E3,2.231960449E3,5.090000153E0,9.550000000E1,2.149717119E0,3.790092468E0,3.073035002E0,1.500000000E1
2.338083059E2,1.932805190E1,-9.911015415E1,2.239651852E3,2.231944092E3,7.190000057E0,9.319999695E1,2.157528161E0,3.790092468E0,2.857870579E0,1.600000000E1
2.348083059E2,1.932804984E1,-9.911007974E1,2.240337012E3,2.232629395E3,7.599999905E0,9.580000305E1,2.165045557E0,3.790092468E0,2.656023979E0,1.800000000E1
2.358083059E2,1.932805157E1,-9.911000812E1,2.239845167E3,2.232137695E3,8.920000076E0,9.350000000E1,2.172329770E0,3.790092468E0,2.554533958E0,1.600000000E1
2.368083059E2,1.932803449E1,-9.910994110E1,2.240220073E3,2.232512695E3,7.989999771E0,1.021999969E2,2.180497261E0,3.790092468E0,2.500000000E0,1.600000000E1
2.378083059E2,1.932802924E1,-9.910986346E1,2.240545370E3,2.232838135E3,8.869999886E0,9.280000305E1,2.189036669E0,3.790092468E0,2.500000000E0,1.800000000E1
2.388083059E2,1.932802468E1,-9.910978222E1,2.240098443E3,2.232391357E3,8.460000038E0,9.540000153E1,2.197733726E0,3.790092468E0,2.500000000E0,1.700000000E1
2.398083059E2,1.932801676E1,-9.910969976E1,2.240210602E3,2.232503662E3,8.000000000E0,9.640000153E1,2.205053321E0,3.790092468E0,2.608151436E0,1.800000000E1
2.408083059E2,1.932801431E1,-9.910963005E1,2.239685079E3,2.231978271E3,7.860000134E0,9.530000305E1,2.212966514E0,3.790092468E0,2.571307182E0,1.800000000E1
2.418083059E2,1.932800869E1,-9.910955487E1,2.239785529E3,2.232078857E3,7.730000019E0,9.519999695E1,2.219685236E0,3.790092468E0,2.500000000E0,1.900000000E1
2.428083059E2,1.932800414E1,-9.910949102E1,2.240220227E3,2.232513672E3,5.989999771E0,9.530000305E1,2.225721769E0,3.790092468E0,2.500000000E0,2.000000000E1
2.438083059E2,1.932800750E1,-9.910943360E1,2.239943739E3,2.232237305E3,6.030000210E0,9.290000153E1,2.233022060E0,3.790092468E0,2.500000000E0,1.900000000E1
2.448083059E2,1.932801201E1,-9.910936419E1,2.240013659E3,2.232307373E3,7.230000019E0,8.190000153E1,2.241019870E0,3.790092468E0,2.500000000E0,1.800000000E1
2.458083059E2,1.932802292E1,-9.910928885E1,2.241182187E3,2.233476074E3,7.880000114E0,7.850000000E1,2.248941539E0,3.790092468E0,2.500000000E0,1.900000000E1
2.468083059E2,1.932803091E1,-9.910921383E1,2.241055312E3,2.233349365E3,8.550000191E0,8.069999695E1,2.257989930E0,3.790092468E0,2.500000000E0,1.900000000E1
2.478083059E2,1.932804165E1,-9.910912835E1,2.240484073E3,2.232778320E3,8.970000267E0,8.100000000E1,2.265665432E0,3.790092468E0,2.500000000E0,2.000000000E1
2.488083059E2,1.932805062E1,-9.910905582E1,2.240102562E3,2.232396973E3,6.880000114E0,8.450000000E1,2.271949217E0,3.790092468E0,2.500000000E0,1.700000000E1
2.498083059E2,1.932805366E1,-9.910899602E1,2.239886128E3,2.232180664E3,5.559999943E0,8.050000000E1,2.277591731E0,3.790092468E0,2.500000000E0,2.000000000E1
2.508083059E2,1.932805850E1,-9.910894249E1,2.240176783E3,2.232471436E3,6.369999886E0,8.190000153E1,2.284711884E0,3.790092468E0,2.500000000E0,1.700000000E1
2.518083059E2,1.932806746E1,-9.910887530E1,2.238275507E3,2.230570312E3,6.389999866E0,8.450000000E1,2.291461002E0,3.790092468E0,2.500000000E0,1.900000000E1
2.528083059E2,1.932806964E1,-9.910881102E1,2.237762923E3,2.230057861E3,6.230000019E0,8.619999695E1,2.298633063E0,3.790092468E0,2.500000000E0,2.000000000E1
2.538083059E2,1.932807017E1,-9.910874267E1,2.237446381E3,2.229741455E3,7.579999924E0,8.700000000E1,2.306618182E0,3.790092468E0,2.500000000E0,1.900000000E1
2.548083059E2,1.932807454E1,-9.910866671E1,2.236725273E3,2.229020508E3,8.060000420E0,8.790000153E1,2.315332181E0,3.790092468E0,2.500000000E0,1.900000000E1
2.558083059E2,1.932807615E1,-9.910858368E1,2.236767097E3,2.229062500E3,8.590000153E0,8.909999847E1,2.323632647E0,3.790092468E0,2.500000000E0,2.000000000E1
2.568083059E2,1.932807520E1,-9.910850458E1,2.236118261E3,2.228413818E3,9.270000458E0,8.840000153E1,2.332754037E0,3.790092468E0,2.500000000E0,1.900000000E1
2.578083059E2,1.932807533E1,-9.910841765E1,2.236704759E3,2.229000488E3,9.029999733E0,9.000000000E1,2.341511903E0,3.790092468E0,2.500000000E0,1.900000000E1
2.588083059E2,1.932807763E1,-9.910833422E1,2.237591796E3,2.229887695E3,8.359999657E0,9.030000305E1,2.349647905E0,3.790092468E0,2.500000000E0,1.800000000E1
2.598083059E2,1.932807601E1,-9.910825670E1,2.237702486E3,2.229998535E3,7.659999847E0,9.119999695E1,2.357242016E0,3.790092468E0,2.500000000E0,1.900000000E1
2.608083059E2,1.932807678E1,-9.910818433E1,2.238115915E3,2.230412109E3,7.369999886E0,8.790000153E1,2.363917132E0,3.790092468E0,2.500000000E0,1.600000000E1
2.618083059E2,1.932807300E1,-9.910812084E1,2.237686355E3,2.229982666E3,6.510000229E0,8.940000153E1,2.369402923E0,3.790092468E0,2.500000000E0,2.000000000E1
2.628083059E2,1.932807338E1,-9.910806856E1,2.237812715E3,2.230109131E3,4.940000057E0,8.630000305E1,2.374840764E0,3.790092468E0,2.500000000E0,1.600000000E1
2.638083059E2,1.932807663E1,-9.910801685E1,2.238087996E3,2.230384521E3,5.010000229E0,8.709999847E1,2.379433485E0,3.790092468E0,2.500000000E0,1.900000000E1
2.648083059E2,1.932807956E1,-9.910797319E1,2.238011243E3,2.230307861E3,4.489999771E0,8.780000305E1,2.384432831E0,3.790092468E0,2.500000000E0,2.000000000E1
2.658083059E2,1.932809040E1,-9.910792695E1,2.238711811E3,2.231008545E3,5.099999905E0,7.890000153E1,2.388979848E0,3.790092468E0,2.500000000E0,1.900000000E1
2.668083059E2,1.932809437E1,-9.910788382E1,2.238568650E3,2.230865479E3,4.480000019E0,7.940000153E1,2.393620520E0,3.790092468E0,2.500000000E0,1.800000000E1
2.678083059E2,1.932809936E1,-9.910783991E1,2.238325876E3,2.230622803E3,5.000000000E0,8.109999847E1,2.399336895E0,3.790092468E0,2.500000000E0,2.000000000E1
2.688083059E2,1.932810715E1,-9.910778606E1,2.238355049E3,2.230652100E3,5.190000057E0,7.619999695E1,2.404324858E0,3.790092468E0,2.500000000E0,1.700000000E1
2.698083059E2,1.932812385E1,-9.910774194E1,2.238037785E3,2.230334961E3,4.820000172E0,6.950000000E1,2.408506525E0,3.790092468E0,2.500000000E0,2.100000000E1
2.708083059E2,1.932814261E1,-9.910770740E1,2.238495194E3,2.230792480E3,4.269999981E0,6.040000153E1,2.411934669E0,3.790092468E0,2.500000000E0,1.800000000E1
2.718083059E2,1.932815748E1,-9.910767878E1,2.238853259E3,2.231150635E3,3.720000029E0,5.340000153E1,2.415570688E0,3.790092468E0,2.500000000E0,2.300000000E1
2.728083059E2,1.932817768E1,-9.910765153E1,2.239471323E3,2.231768799E3,3.539999962E0,5.070000076E1,2.418777729E0,3.790092468E0,2.500000000E0,1.700000000E1
2.738083059E2,1.932819537E1,-9.910762739E1,2.239614546E3,2.231912109E3,2.809999943E0,4.979999924E1,2.421684689E0,3.790092468E0,2.500000000E0,2.200000000E1
2.748083059E2,1.932821378E1,-9.910760772E1,2.239952112E3,2.232249756E3,2.190000057E0,4.659999847E1,2.424150545E0,3.790092468E0,2.500000000E0,2.100000000E1
2.758083059E2,1.932823004E1,-9.910759174E1,2.240178363E3,2.232476074E3,1.740000010E0,4.790000153E1,2.426758926E0,3.790092468E0,2.500000000E0,1.800000000E1
2.768083059E2,1.932824733E1,-9.910757494E1,2.241120917E3,2.233418701E3,2.200000048E0,4.570000076E1,2.429633203E0,3.790092468E0,2.500000000E0,1.700000000E1
2.778083059E2,1.932826456E1,-9.910755452E1,2.241235829E3,2.233533691E3,3.970000029E0,4.890000153E1,2.434755704E0,3.790092468E0,2.500000000E0,1.900000000E1
2.788083059E2,1.932829384E1,-9.910751683E1,2.240478120E3,2.232776123E3,4.239999771E0,5.140000153E1,2.439182856E0,3.790092468E0,2.500000000E0,1.900000000E1
2.798083059E2,1.932832093E1,-9.910748591E1,2.240906220E3,2.233204346E3,4.949999809E0,4.629999924E1,2.444057820E0,3.790092468E0,2.500000000E0,1.600000000E1
2.808083059E2,1.932835198E1,-9.910745311E1,2.241713947E3,2.234012207E3,4.610000134E0,4.770000076E1,2.448452372E0,3.790092468E0,2.500000000E0,1.700000000E1
2.818083059E2,1.932837947E1,-9.910742302E1,2.240970662E3,2.233269043E3,4.360000134E0,4.779999924E1,2.452611399E0,3.790092468E0,2.500000000E0,1.800000000E1
2.828083059E2,1.932840757E1,-9.910739686E1,2.241019863E3,2.233318359E3,4.289999962E0,4.609999847E1,2.457319286E0,3.790092468E0,2.500000000E0,2.000000000E1
2.838083059E2,1.932843676E1,-9.910736436E1,2.240007770E3,2.232306396E3,4.539999962E0,4.759999847E1,2.462323885E0,3.790092468E0,2.500000000E0,2.200000000E1
2.848083059E2,1.932846601E1,-9.910732811E1,2.240577945E3,2.232876709E3,4.789999962E0,4.800000000E1,2.466898166E0,3.790092468E0,2.500000000E0,2.000000000E1
2.858083059E2,1.932849622E1,-9.910729852E1,2.240380065E3,2.232678955E3,4.590000153E0,4.509999847E1,2.471058997E0,3.790092468E0,2.500000000E0,2.000000000E1
2.868083059E2,1.932852247E1,-9.910727026E1,2.239642645E3,2.231941650E3,4.239999771E0,4.559999847E1,2.475306508E0,3.790092468E0,2.500000000E0,1.600000000E1
2.878083059E2,1.932854462E1,-9.910723728E1,2.240353468E3,2.232652588E3,3.650000095E0,4.300000000E1,2.478535110E0,3.790092468E0,2.500000000E0,2.100000000E1
2.888083059E2,1.932856513E1,-9.910721550E1,2.240934677E3,2.233233887E3,2.779999971E0,4.650000000E1,2.480856139E0,3.790092468E0,2.500000000E0,1.900000000E1
2.898083059E2,1.932858041E1,-9.910720043E1,2.240364545E3,2.232663818E3,2.299999952E0,4.750000000E1,2.483722722E0,3.790092468E0,2.500000000E0,1.900000000E1
2.908083059E2,1.932859699E1,-9.910717951E1,2.240689661E3,2.232989014E3,2.410000086E0,4.590000153E1,2.485871851E0,3.790092468E0,2.500000000E0,2.000000000E1
2.918083059E2,1.932861011E1,-9.910716447E1,2.241038723E3,2.233338135E3,2.289999962E0,4.750000000E1,2.488808113E0,3.790092468E0,2.500000000E0,2.000000000E1
2.928083059E2,1.932863054E1,-9.910714674E1,2.241043525E3,2.233343018E3,2.779999971E0,3.750000000E1,2.491783835E0,3.790092468E0,2.500000000E0,1.800000000E1
2.938083059E2,1.932864840E1,-9.910712562E1,2.241053697E3,2.233353271E3,3.349999905E0,4.490000153E1,2.494973263E0,3.790092468E0,2.500000000E0,2.000000000E1
2.948083059E2,1.932867203E1,-9.910710839E1,2.240593161E3,2.232892822E3,3.200000048E0,4.590000153E1,2.498392562E0,3.790092468E0,2.500000000E0,1.700000000E1
2.958083059E2,1.932869422E1,-9.910708583E1,2.240631884E3,2.232931641E3,2.940000057E0,4.390000153E1,2.501010976E0,3.790092468E0,2.500000000E0,2.100000000E1
2.968083059E2,1.932871026E1,-9.910706756E1,2.241179908E3,2.233479736E3,2.289999962E0,5.400000000E1,2.502516780E0,3.790092468E0,2.500000000E0,2.000000000E1
2.978083059E2,1.932871669E1,-9.910705493E1,2.241487486E3,2.233787354E3,9.300000072E-1,5.079999924E1,2.503218628E0,3.790092468E0,2.500000000E0,2.000000000E1
2.988083059E2,1.932871814E1,-9.910704842E1,2.241986981E3,2.234286865E3,5.600000024E-1,5.259999847E1,2.503894102E0,3.790092468E0,2.500000000E0,2.100000000E1
2.998083059E2,1.932871661E1,-9.910704219E1,2.241553134E3,2.233853027E3,0.000000000E0,NaN,2.504072699E0,3.790092468E0,2.500000000E0,2.000000000E1
3.008083059E2,1.932871773E1,-9.910704341E1,2.240565586E3,2.232865479E3,0.000000000E0,NaN,2.504143219E0,3.790092468E0,2.500000000E0,1.900000000E1
3.018083059E2,1.932871768E1,-9.910704274E1,2.240346834E3,2.232646729E3,0.000000000E0,NaN,2.504311232E0,3.790092468E0,2.500000000E0,1.700000000E1
3.028083059E2,1.932871645E1,-9.910704181E1,2.240102695E3,2.232402588E3,0.000000000E0,NaN,2.504338883E0,3.790092468E0,2.500000000E0,1.800000000E1
3.038083059E2,1.932871626E1,-9.910704164E1,2.239735019E3,2.232034912E3,0.000000000E0,NaN,2.504450673E0,3.790092468E0,2.500000000E0,1.800000000E1
3.048083059E2,1.932871658E1,-9.910704063E1,2.239639069E3,2.231938965E3,0.000000000E0,NaN,2.504601665E0,3.790092468E0,2.500000000E0,1.900000000E1
3.058083059E2,1.932871680E1,-9.910703921E1,2.239443265E3,2.231743164E3,0.000000000E0,NaN,2.504717719E0,3.790092468E0,2.500000000E0,1.800000000E1
3.068083059E2,1.932871735E1,-9.910703827E1,2.239050195E3,2.231350098E3,0.000000000E0,NaN,2.504790327E0,3.790092468E0,2.500000000E0,1.900000000E1
3.078083059E2,1.932871706E1,-9.910703765E1,2.238715234E3,2.231015137E3,0.000000000E0,NaN,2.505072940E0,3.790092468E0,2.500000000E0,1.700000000E1
3.088083059E2,1.932871627E1,-9.910703509E1,2.238748922E3,2.231048828E3,0.000000000E0,NaN,2.505102117E0,3.790092468E0,2.500000000E0,1.800000000E1
3.098083059E2,1.932871647E1,-9.910703491E1,2.239055318E3,2.231355225E3,0.000000000E0,NaN,2.505202776E0,3.790092468E0,2.500000000E0,1.700000000E1
3.108083059E2,1.932871562E1,-9.910703458E1,2.239155661E3,2.231455566E3,0.000000000E0,NaN,2.505225967E0,3.790092468E0,2.500000000E0,1.900000000E1
3.118083059E2,1.932871564E1,-9.910703436E1,2.239223775E3,2.231523682E3,0.000000000E0,NaN,2.505238745E0,3.790092468E0,2.500000000E0,1.900000000E1
3.128083059E2,1.932871574E1,-9.910703442E1,2.239266256E3,2.231566162E3,0.000000000E0,NaN,2.505247232E0,3.790092468E0,2.508017778E0,1.900000000E1
